"Date","Price","Open","High","Low","Vol.","Change %"
"May 05, 2020","2.78","2.78","2.80","2.78","551.60K","0.36%"
"May 04, 2020","2.77","2.75","2.79","2.75","12.50K","-0.36%"
"May 03, 2020","2.78","2.80","2.81","2.77","863.50K","-0.71%"
"Apr 30, 2020","2.80","2.80","2.81","2.79","10.93","-0.36%"
"Apr 29, 2020","2.81","2.83","2.83","2.80","2.34","0.00%"
"Apr 28, 2020","2.81","2.81","2.82","2.80","1.66","0.36%"
"Apr 27, 2020","2.80","2.76","2.82","2.75","6.91","1.82%"
"Apr 26, 2020","2.75","2.77","2.79","2.62","2.27","0.00%"
"Apr 23, 2020","2.75","2.77","2.77","2.72","21.45","0.00%"
"Apr 22, 2020","2.75","2.72","2.76","2.70","2.03","0.00%"
"Apr 21, 2020","2.75","2.71","2.75","2.63","5.70","0.00%"
"Apr 20, 2020","2.75","2.80","2.80","2.72","227.20K","0.00%"
"Apr 19, 2020","2.75","2.75","2.79","2.74","2.18","0.00%"
"Apr 16, 2020","2.75","2.77","2.77","2.72","4.47","-1.79%"
"Apr 15, 2020","2.80","2.80","2.80","2.76","418.30K","0.00%"
"Apr 14, 2020","2.80","2.80","2.80","2.77","891.20K","0.00%"
"Apr 13, 2020","2.80","2.80","2.83","2.77","11.83","0.00%"
"Apr 12, 2020","2.80","2.80","2.82","2.78","1.57","0.36%"
"Apr 09, 2020","2.79","2.73","2.80","2.73","3.63","-2.79%"
"Apr 08, 2020","2.87","2.90","2.90","2.83","2.69","-1.03%"
"Apr 07, 2020","2.90","3.00","3.00","2.90","5.02","-3.33%"
"Apr 06, 2020","3.00","2.85","3.00","2.85","3.62","5.26%"
"Apr 05, 2020","2.85","2.84","2.85","2.80","2.41","0.71%"
"Apr 02, 2020","2.83","2.78","2.83","2.75","6.81","2.91%"
"Apr 01, 2020","2.75","2.74","2.78","2.71","1.04","1.85%"
"Mar 31, 2020","2.70","2.69","2.90","2.64","4.17","-0.37%"
"Mar 30, 2020","2.71","2.70","2.73","2.62","829.10K","0.37%"
"Mar 29, 2020","2.70","2.62","2.75","2.60","20.23","0.00%"
"Mar 26, 2020","2.70","2.58","2.94","2.56","4.63","5.47%"
"Mar 25, 2020","2.56","2.44","2.60","2.44","2.80","4.92%"
"Mar 24, 2020","2.44","2.41","2.59","2.41","1.51","1.67%"
"Mar 23, 2020","2.40","2.51","2.51","2.40","1.54","-4.76%"
"Mar 22, 2020","2.52","2.52","2.60","2.52","179.30K","-1.18%"
"Mar 19, 2020","2.55","2.61","2.61","2.54","5.79","-1.92%"
"Mar 18, 2020","2.60","2.52","2.64","2.52","196.50K","1.96%"
"Mar 17, 2020","2.55","2.60","2.68","2.52","662.10K","-1.92%"
"Mar 16, 2020","2.60","2.61","2.70","2.60","1.48","-2.99%"
"Mar 15, 2020","2.68","2.77","2.77","2.60","1.80","-0.74%"
"Mar 12, 2020","2.70","2.75","2.80","2.68","3.97","-6.25%"
"Mar 11, 2020","2.88","2.85","2.90","2.81","427.00K","0.00%"
"Mar 10, 2020","2.88","2.72","2.89","2.72","1.52","10.34%"
"Mar 09, 2020","2.61","2.79","2.79","2.61","4.80","-10.00%"
"Mar 08, 2020","2.90","2.90","2.94","2.84","5.29","-3.33%"
"Mar 05, 2020","3.00","3.00","3.00","2.97","2.95","0.00%"
"Mar 04, 2020","3.00","2.96","3.00","2.96","2.25","1.35%"
"Mar 03, 2020","2.96","2.98","2.98","2.95","1.32","0.34%"
"Mar 02, 2020","2.95","2.97","2.97","2.95","868.70K","0.00%"
"Mar 01, 2020","2.95","2.95","2.95","2.80","3.18","-1.34%"
"Feb 27, 2020","2.99","3.00","3.00","2.98","985.50K","-0.33%"
"Feb 26, 2020","3.00","3.02","3.02","2.98","2.07","-0.99%"
"Feb 25, 2020","3.03","3.06","3.06","3.01","77.50K","-0.33%"
"Feb 24, 2020","3.04","3.05","3.05","3.02","6.15","-0.65%"
"Feb 23, 2020","3.06","3.05","3.06","3.04","944.00K","0.00%"
"Feb 20, 2020","3.06","3.06","3.06","3.05","4.56","0.33%"
"Feb 19, 2020","3.05","3.08","3.08","3.05","17.00","-0.33%"
"Feb 18, 2020","3.06","3.07","3.07","3.06","816.10K","0.00%"
"Feb 17, 2020","3.06","3.04","3.10","3.04","2.15","0.99%"
"Feb 16, 2020","3.03","3.04","3.10","3.00","3.98","1.00%"
